var_name,date,value
residential,1971Q4,85.345
gdp,1972Q1,32.389
c,1972Q1,30.052
investment,1972Q1,25.539
fixed_i,1972Q1,26.538
nonresidential,1972Q1,17.067
structures,1972Q1,71.29
equipment,1972Q1,11.818
intellectual,1972Q1,7.597
residential,1972Q1,90.914
gdp,1972Q2,33.124
c,1972Q2,30.624
investment,1972Q2,26.989
fixed_i,1972Q2,26.994
nonresidential,1972Q2,17.345
structures,1972Q2,71.688
equipment,1972Q2,12.087
intellectual,1972Q2,7.725
residential,1972Q2,92.637
gdp,1972Q3,33.436
c,1972Q3,31.096
investment,1972Q3,27.372
fixed_i,1972Q3,27.3
nonresidential,1972Q3,17.599
structures,1972Q3,71.846
equipment,1972Q3,12.376
intellectual,1972Q3,7.789
residential,1972Q3,93.046
gdp,1972Q4,33.996
c,1972Q4,31.826
investment,1972Q4,27.544
fixed_i,1972Q4,28.496
nonresidential,1972Q4,18.442
structures,1972Q4,72.99
equipment,1972Q4,13.323
intellectual,1972Q4,7.891
residential,1972Q4,96.334
gdp,1973Q1,34.838
c,1973Q1,32.407
investment,1973Q1,29.158
fixed_i,1973Q1,29.614
nonresidential,1973Q1,19.216
structures,1973Q1,75.375
equipment,1973Q1,14.058
intellectual,1973Q1,7.982
residential,1973Q1,99.551
gdp,1973Q2,35.217
c,1973Q2,32.392
investment,1973Q2,30.401
fixed_i,1973Q2,29.84
nonresidential,1973Q2,19.93
structures,1973Q2,77.73
equipment,1973Q2,14.707
intellectual,1973Q2,8.098
residential,1973Q2,94.392
gdp,1973Q3,35.032
c,1973Q3,32.506
investment,1973Q3,29.299
fixed_i,1973Q3,29.752
nonresidential,1973Q3,20.237
structures,1973Q3,79.488
equipment,1973Q3,14.888
intellectual,1973Q3,8.188
residential,1973Q3,90.344
gdp,1973Q4,35.364
c,1973Q4,32.409
investment,1973Q4,30.342
fixed_i,1973Q4,29.496
nonresidential,1973Q4,20.389
structures,1973Q4,78.759
equipment,1973Q4,15.128
intellectual,1973Q4,8.293
residential,1973Q4,86.248
gdp,1974Q1,35.06
c,1974Q1,32.119
investment,1974Q1,28.61
fixed_i,1974Q1,28.908
nonresidential,1974Q1,20.368
structures,1974Q1,78.317
equipment,1974Q1,15.14
intellectual,1974Q1,8.31
residential,1974Q1,80.64
gdp,1974Q2,35.144
c,1974Q2,32.235
investment,1974Q2,28.496
fixed_i,1974Q2,28.546
nonresidential,1974Q2,20.333
structures,1974Q2,77.998
equipment,1974Q2,15.112
intellectual,1974Q2,8.344
residential,1974Q2,77.385
gdp,1974Q3,34.811
c,1974Q3,32.373
investment,1974Q3,27.019
fixed_i,1974Q3,28.077
nonresidential,1974Q3,20.126
structures,1974Q3,74.618
equipment,1974Q3,15.185
intellectual,1974Q3,8.426
residential,1974Q3,74.793
gdp,1974Q4,34.676
c,1974Q4,31.9
investment,1974Q4,27.183
fixed_i,1974Q4,26.568
nonresidential,1974Q4,19.597
structures,1974Q4,73.718
equipment,1974Q4,14.567
intellectual,1974Q4,8.424
residential,1974Q4,65.055
gdp,1975Q1,34.254
c,1975Q1,32.168
investment,1975Q1,22.804
fixed_i,1975Q1,25.061
nonresidential,1975Q1,18.479
structures,1975Q1,69.931
equipment,1975Q1,13.508
intellectual,1975Q1,8.373
residential,1975Q1,61.384
gdp,1975Q2,34.499
c,1975Q2,32.697
investment,1975Q2,22.125
fixed_i,1975Q2,24.775
nonresidential,1975Q2,18.035
structures,1975Q2,67.303
equipment,1975Q2,13.228
intellectual,1975Q2,8.325
residential,1975Q2,63.114
gdp,1975Q3,35.089
c,1975Q3,33.162
investment,1975Q3,23.84
fixed_i,1975Q3,25.381
nonresidential,1975Q3,18.227
structures,1975Q3,67.687
equipment,1975Q3,13.392
intellectual,1975Q3,8.446
residential,1975Q3,67.273
gdp,1975Q4,35.562
c,1975Q4,33.518
investment,1975Q4,24.506
fixed_i,1975Q4,25.888
nonresidential,1975Q4,18.445
structures,1975Q4,67.736
equipment,1975Q4,13.591
intellectual,1975Q4,8.659
residential,1975Q4,70.155
gdp,1976Q1,36.362
c,1976Q1,34.188
investment,1976Q1,26.87
fixed_i,1976Q1,26.945
nonresidential,1976Q1,18.84
structures,1976Q1,69.566
equipment,1976Q1,13.768
intellectual,1976Q1,9.023
residential,1976Q1,76.807
gdp,1976Q2,36.628
c,1976Q2,34.503
investment,1976Q2,27.934
fixed_i,1976Q2,27.389
nonresidential,1976Q2,19.09
structures,1976Q2,69.357
equipment,1976Q2,14.027
intellectual,1976Q2,9.264
residential,1976Q2,78.701
gdp,1976Q3,36.829
c,1976Q3,34.866
investment,1976Q3,28.031
fixed_i,1976Q3,27.698
nonresidential,1976Q3,19.507
structures,1976Q3,70.061
equipment,1976Q3,14.41
intellectual,1976Q3,9.501
residential,1976Q3,77.472
gdp,1976Q4,37.096
c,1976Q4,35.319
investment,1976Q4,28.241
fixed_i,1976Q4,29.013
nonresidential,1976Q4,19.884
structures,1976Q4,70.28
equipment,1976Q4,14.816
intellectual,1976Q4,9.681
residential,1976Q4,86.848
gdp,1977Q1,37.535
c,1977Q1,35.735
investment,1977Q1,29.549
fixed_i,1977Q1,30.014
nonresidential,1977Q1,20.609
structures,1977Q1,70.039
equipment,1977Q1,15.768
intellectual,1977Q1,9.789
residential,1977Q1,89.432
gdp,1977Q2,38.264
c,1977Q2,35.929
investment,1977Q2,31.668
fixed_i,1977Q2,31.577
nonresidential,1977Q2,21.178
structures,1977Q2,72.658
equipment,1977Q2,16.171
intellectual,1977Q2,9.951
residential,1977Q2,99.245
gdp,1977Q3,38.955
c,1977Q3,36.268
investment,1977Q3,33.27
fixed_i,1977Q3,31.98
nonresidential,1977Q3,21.601
structures,1977Q3,73.757
equipment,1977Q3,16.573
intellectual,1977Q3,10.053
residential,1977Q3,98.949
gdp,1977Q4,38.956
c,1977Q4,36.814
investment,1977Q4,32.436
fixed_i,1977Q4,32.53
nonresidential,1977Q4,22.258
structures,1977Q4,74.289
equipment,1977Q4,17.359
intellectual,1977Q4,10.146
residential,1977Q4,97.777
gdp,1978Q1,39.08
c,1978Q1,37.02
investment,1978Q1,33.068
fixed_i,1978Q1,32.823
nonresidential,1978Q1,22.453
structures,1978Q1,74.146
equipment,1978Q1,17.607
intellectual,1978Q1,10.227
residential,1978Q1,98.689
gdp,1978Q2,40.59
c,1978Q2,37.812
investment,1978Q2,35.216
fixed_i,1978Q2,35.066
nonresidential,1978Q2,24.193
structures,1978Q2,81.397
equipment,1978Q2,18.988
intellectual,1978Q2,10.536
residential,1978Q2,103.411
gdp,1978Q3,40.998
c,1978Q3,37.971
investment,1978Q3,36.242
fixed_i,1978Q3,36.016
nonresidential,1978Q3,25.014
structures,1978Q3,86.766
equipment,1978Q3,19.356
intellectual,1978Q3,10.82
residential,1978Q3,104.604
gdp,1978Q4,41.549
c,1978Q4,38.277
investment,1978Q4,37.08
fixed_i,1978Q4,36.804
nonresidential,1978Q4,25.822
structures,1978Q4,90.395
equipment,1978Q4,19.874
intellectual,1978Q4,11.192
residential,1978Q4,104.406
gdp,1979Q1,41.624
c,1979Q1,38.475
investment,1979Q1,37.141
fixed_i,1979Q1,37.129
nonresidential,1979Q1,26.416
structures,1979Q1,89.89
equipment,1979Q1,20.588
intellectual,1979Q1,11.589
residential,1979Q1,101.871
gdp,1979Q2,41.669
c,1979Q2,38.45
investment,1979Q2,37.108
fixed_i,1979Q2,36.914
nonresidential,1979Q2,26.39
structures,1979Q2,91.191
equipment,1979Q2,20.291
intellectual,1979Q2,11.847
residential,1979Q2,100.074
gdp,1979Q3,41.978
c,1979Q3,38.825
investment,1979Q3,36.483
fixed_i,1979Q3,37.56
nonresidential,1979Q3,27.17
structures,1979Q3,95.443
equipment,1979Q3,20.737
intellectual,1979Q3,12.094
residential,1979Q3,98.854
gdp,1979Q4,42.083
c,1979Q4,38.921
investment,1979Q4,35.836
fixed_i,1979Q4,37.212
nonresidential,1979Q4,27.244
structures,1979Q4,98.366
equipment,1979Q4,20.415
intellectual,1979Q4,12.243
residential,1979Q4,94.902
gdp,1980Q1,42.215
c,1980Q1,38.865
investment,1980Q1,35.591
fixed_i,1980Q1,36.723
nonresidential,1980Q1,27.541
structures,1980Q1,99.886
equipment,1980Q1,20.566
intellectual,1980Q1,12.417
residential,1980Q1,87.6
gdp,1980Q2,41.346
c,1980Q2,37.99
investment,1980Q2,32.564
fixed_i,1980Q2,33.713
nonresidential,1980Q2,26.268
structures,1980Q2,97.694
equipment,1980Q2,19.094
intellectual,1980Q2,12.408
residential,1980Q2,71.357
gdp,1980Q3,41.296
c,1980Q3,38.407
investment,1980Q3,30.415
fixed_i,1980Q3,34.122
nonresidential,1980Q3,26.44
structures,1980Q3,98.181
equipment,1980Q3,19.236
intellectual,1980Q3,12.501
residential,1980Q3,73.549
gdp,1980Q4,42.067
c,1980Q4,38.926
investment,1980Q4,33.25
fixed_i,1980Q4,35.41
nonresidential,1980Q4,26.993
structures,1980Q4,101.068
equipment,1980Q4,19.514
intellectual,1980Q4,12.82
residential,1980Q4,80.409
gdp,1981Q1,42.891
c,1981Q1,39.056
investment,1981Q1,36.328
fixed_i,1981Q1,35.739
nonresidential,1981Q1,27.541
structures,1981Q1,101.008
equipment,1981Q1,20.038
intellectual,1981Q1,13.452
residential,1981Q1,78.443
gdp,1981Q2,42.573
c,1981Q2,39.059
investment,1981Q2,34.822
fixed_i,1981Q2,36.024
nonresidential,1981Q2,28.102
structures,1981Q2,104.814
equipment,1981Q2,20.206
intellectual,1981Q2,13.761
residential,1981Q2,75.944
gdp,1981Q3,43.083
c,1981Q3,39.24
investment,1981Q3,36.785
fixed_i,1981Q3,36.039
nonresidential,1981Q3,28.754
structures,1981Q3,107.457
equipment,1981Q3,20.667
intellectual,1981Q3,14.025
residential,1981Q3,70.049
gdp,1981Q4,42.613
c,1981Q4,38.971
investment,1981Q4,35.489
fixed_i,1981Q4,35.925
nonresidential,1981Q4,29.424
structures,1981Q4,115.363
equipment,1981Q4,20.414
intellectual,1981Q4,14.371
residential,1981Q4,62.735
gdp,1982Q1,41.951
c,1982Q1,39.258
investment,1982Q1,32.132
fixed_i,1982Q1,34.93
nonresidential,1982Q1,28.809
structures,1982Q1,111.696
equipment,1982Q1,19.948
intellectual,1982Q1,14.596
residential,1982Q1,59.116
gdp,1982Q2,42.143
c,1982Q2,39.378
investment,1982Q2,32.108
fixed_i,1982Q2,33.834
nonresidential,1982Q2,27.911
structures,1982Q2,108.056
equipment,1982Q2,19.108
intellectual,1982Q2,14.739
residential,1982Q2,57.206
gdp,1982Q3,41.982
c,1982Q3,39.642
investment,1982Q3,31.814
fixed_i,1982Q3,33.031
nonresidential,1982Q3,27.109
structures,1982Q3,102.1
equipment,1982Q3,18.735
intellectual,1982Q3,14.847
residential,1982Q3,57.15
gdp,1982Q4,41.998
c,1982Q4,40.336
investment,1982Q4,29.354
fixed_i,1982Q4,33.05
nonresidential,1982Q4,26.641
structures,1982Q4,99.781
equipment,1982Q4,18.381
intellectual,1982Q4,14.856
residential,1982Q4,61.677
gdp,1983Q1,42.552
c,1983Q1,40.735
investment,1983Q1,30.372
fixed_i,1983Q1,33.795
nonresidential,1983Q1,26.243
structures,1983Q1,95.71
equipment,1983Q1,18.252
intellectual,1983Q1,15.131
residential,1983Q1,72.281
gdp,1983Q2,43.52
c,1983Q2,41.565
investment,1983Q2,33.061
fixed_i,1983Q2,35.068
nonresidential,1983Q2,26.607
structures,1983Q2,91.167
equipment,1983Q2,19.171
intellectual,1983Q2,15.623
residential,1983Q2,80.698
gdp,1983Q3,44.39
c,1983Q3,42.31
investment,1983Q3,35.131
fixed_i,1983Q3,37.035
nonresidential,1983Q3,27.728
structures,1983Q3,93.299
equipment,1983Q3,20.253
intellectual,1983Q3,16.165
residential,1983Q3,88.577
gdp,1983Q4,45.316
c,1983Q4,42.984
investment,1983Q4,38.549
fixed_i,1983Q4,39.101
nonresidential,1983Q4,29.404
structures,1983Q4,95.896
equipment,1983Q4,22.031
intellectual,1983Q4,16.784
residential,1983Q4,92.317
gdp,1984Q1,46.202
c,1984Q1,43.341
investment,1984Q1,42.274
fixed_i,1984Q1,40.329
nonresidential,1984Q1,30.339
structures,1984Q1,101.347
equipment,1984Q1,22.415
intellectual,1984Q1,17.311
residential,1984Q1,95.082
gdp,1984Q2,47
c,1984Q2,43.948
investment,1984Q2,43.649
fixed_i,1984Q2,41.905
nonresidential,1984Q2,31.753
structures,1984Q2,106.435
equipment,1984Q2,23.521
intellectual,1984Q2,17.857
residential,1984Q2,96.743
gdp,1984Q3,47.454
c,1984Q3,44.274
investment,1984Q3,44.594
fixed_i,1984Q3,42.737
nonresidential,1984Q3,32.728
structures,1984Q3,109.793
equipment,1984Q3,24.258
intellectual,1984Q3,18.341
residential,1984Q3,95.613
gdp,1984Q4,47.843
c,1984Q4,44.848
investment,1984Q4,44.015
fixed_i,1984Q4,43.502
nonresidential,1984Q4,33.498
structures,1984Q4,110.929
equipment,1984Q4,24.973
intellectual,1984Q4,18.896
residential,1984Q4,95.707
gdp,1985Q1,48.307
c,1985Q1,45.61
investment,1985Q1,42.808
fixed_i,1985Q1,43.894
nonresidential,1985Q1,33.873
structures,1985Q1,115.629
equipment,1985Q1,24.752
intellectual,1985Q1,19.173
residential,1985Q1,95.934
gdp,1985Q2,48.732
c,1985Q2,46.028
investment,1985Q2,43.538
fixed_i,1985Q2,44.458
nonresidential,1985Q2,34.358
structures,1985Q2,115.565
equipment,1985Q2,25.292
intellectual,1985Q2,19.567
residential,1985Q2,96.746
gdp,1985Q3,49.476
c,1985Q3,46.903
investment,1985Q3,43.241
fixed_i,1985Q3,44.276
nonresidential,1985Q3,33.967
structures,1985Q3,113.171
equipment,1985Q3,24.943
intellectual,1985Q3,19.829
residential,1985Q3,98.548
gdp,1985Q4,49.844
c,1985Q4,47.004
investment,1985Q4,44.834
fixed_i,1985Q4,45.117
nonresidential,1985Q4,34.582
structures,1985Q4,114.582
equipment,1985Q4,25.409
intellectual,1985Q4,20.354
residential,1985Q4,100.697
gdp,1986Q1,50.309
c,1986Q1,47.415
investment,1986Q1,44.821
fixed_i,1986Q1,45.246
nonresidential,1986Q1,34.239
structures,1986Q1,111.717
equipment,1986Q1,25.155
intellectual,1986Q1,20.704
residential,1986Q1,104.786
gdp,1986Q2,50.536
c,1986Q2,47.931
investment,1986Q2,44.039
fixed_i,1986Q2,45.256
nonresidential,1986Q2,33.545
structures,1986Q2,101.19
equipment,1986Q2,25.467
intellectual,1986Q2,21.029
residential,1986Q2,110.805
gdp,1986Q3,51.02
c,1986Q3,48.779
investment,1986Q3,42.854
fixed_i,1986Q3,45.056
nonresidential,1986Q3,33.16
structures,1986Q3,97.581
equipment,1986Q3,25.318
intellectual,1986Q3,21.236
residential,1986Q3,112.321
gdp,1986Q4,51.294
c,1986Q4,49.079
investment,1986Q4,42.982
fixed_i,1986Q4,45.405
nonresidential,1986Q4,33.48
structures,1986Q4,98.177
equipment,1986Q4,25.606
intellectual,1986Q4,21.453
residential,1986Q4,112.625
gdp,1987Q1,51.676
c,1987Q1,49.127
investment,1987Q1,44.142
fixed_i,1987Q1,44.621
nonresidential,1987Q1,32.689
structures,1987Q1,95.88
equipment,1987Q1,24.721
intellectual,1987Q1,21.592
residential,1987Q1,112.432
gdp,1987Q2,52.233
c,1987Q2,49.798
investment,1987Q2,44.165
fixed_i,1987Q2,45.304
nonresidential,1987Q2,33.348
structures,1987Q2,97.007
equipment,1987Q2,25.444
intellectual,1987Q2,21.764
residential,1987Q2,112.819
gdp,1987Q3,52.686
c,1987Q3,50.366
investment,1987Q3,44.172
fixed_i,1987Q3,46.088
nonresidential,1987Q3,34.275
structures,1987Q3,101.049
equipment,1987Q3,26.117
intellectual,1987Q3,22.017
residential,1987Q3,111.886
gdp,1987Q4,53.591
c,1987Q4,50.473
investment,1987Q4,47.182
fixed_i,1987Q4,46.068
nonresidential,1987Q4,34.231
structures,1987Q4,102.968
equipment,1987Q4,25.631
intellectual,1987Q4,22.364
residential,1987Q4,112.07
gdp,1988Q1,53.868
c,1988Q1,51.364
investment,1988Q1,44.917
fixed_i,1988Q1,46.095
nonresidential,1988Q1,34.505
structures,1988Q1,99.083
equipment,1988Q1,26.432
intellectual,1988Q1,22.696
residential,1988Q1,110.074
gdp,1988Q2,54.576
c,1988Q2,51.744
investment,1988Q2,45.987
fixed_i,1988Q2,46.997
nonresidential,1988Q2,35.277
structures,1988Q2,101.142
equipment,1988Q2,27.09
intellectual,1988Q2,23.104
residential,1988Q2,111.436
gdp,1988Q3,54.896
c,1988Q3,52.203
investment,1988Q3,46.242
fixed_i,1988Q3,47.216
nonresidential,1988Q3,35.498
structures,1988Q3,99.776
equipment,1988Q3,27.383
intellectual,1988Q3,23.617
residential,1988Q3,111.502
gdp,1988Q4,55.627
c,1988Q4,52.797
investment,1988Q4,46.948
fixed_i,1988Q4,47.776
nonresidential,1988Q4,35.992
structures,1988Q4,99.526
equipment,1988Q4,27.731
intellectual,1988Q4,24.555
residential,1988Q4,112.223
gdp,1989Q1,56.193
c,1989Q1,53.042
investment,1989Q1,48.541
fixed_i,1989Q1,48.201
nonresidential,1989Q1,36.569
structures,1989Q1,101.128
equipment,1989Q1,28.062
intellectual,1989Q1,25.203
residential,1989Q1,111.138
gdp,1989Q2,56.621
c,1989Q2,53.29
investment,1989Q2,48.072
fixed_i,1989Q2,48.263
nonresidential,1989Q2,37.063
structures,1989Q2,99.985
equipment,1989Q2,28.666
intellectual,1989Q2,25.863
residential,1989Q2,107.654
gdp,1989Q3,57.041
c,1989Q3,53.805
investment,1989Q3,47.64
fixed_i,1989Q3,49.107
nonresidential,1989Q3,38.006
structures,1989Q3,103.487
equipment,1989Q3,29.229
intellectual,1989Q3,26.581
residential,1989Q3,107.156
gdp,1989Q4,57.153
c,1989Q4,54.039
investment,1989Q4,47.287
fixed_i,1989Q4,48.469
nonresidential,1989Q4,37.622
structures,1989Q4,102.85
equipment,1989Q4,28.43
intellectual,1989Q4,27.325
residential,1989Q4,104.879
gdp,1990Q1,57.778
c,1990Q1,54.494
investment,1990Q1,47.757
fixed_i,1990Q1,49.042
nonresidential,1990Q1,38.104
structures,1990Q1,105.111
equipment,1990Q1,28.562
intellectual,1990Q1,27.893
residential,1990Q1,105.807
gdp,1990Q2,57.988
c,1990Q2,54.66
investment,1990Q2,47.771
fixed_i,1990Q2,48.071
nonresidential,1990Q2,37.608
structures,1990Q2,104.596
equipment,1990Q2,27.693
intellectual,1990Q2,28.378
residential,1990Q2,101.636
gdp,1990Q3,58.026
c,1990Q3,54.877
investment,1990Q3,46.845
fixed_i,1990Q3,47.676
nonresidential,1990Q3,37.875
structures,1990Q3,104.216
equipment,1990Q3,28.088
intellectual,1990Q3,28.499
residential,1990Q3,96.171
gdp,1990Q4,57.498
c,1990Q4,54.459
investment,1990Q4,44.225
fixed_i,1990Q4,46.448
nonresidential,1990Q4,37.279
structures,1990Q4,99.524
equipment,1990Q4,27.673
intellectual,1990Q4,29.026
residential,1990Q4,90.622
gdp,1991Q1,57.229
c,1991Q1,54.254
investment,1991Q1,42.753
fixed_i,1991Q1,45.169
nonresidential,1991Q1,36.532
structures,1991Q1,97.39
equipment,1991Q1,26.678
intellectual,1991Q1,29.502
residential,1991Q1,85.847
gdp,1991Q2,57.675
c,1991Q2,54.704
investment,1991Q2,42.753
fixed_i,1991Q2,45.304
nonresidential,1991Q2,36.348
structures,1991Q2,94.732
equipment,1991Q2,26.507
intellectual,1991Q2,30.169
residential,1991Q2,88.489
gdp,1991Q3,57.967
c,1991Q3,54.977
investment,1991Q3,43.6
fixed_i,1991Q3,45.359
nonresidential,1991Q3,36.035
structures,1991Q3,88.572
equipment,1991Q3,26.91
intellectual,1991Q3,30.276
residential,1991Q3,91.481
gdp,1991Q4,58.169
c,1991Q4,54.949
investment,1991Q4,45.146
fixed_i,1991Q4,45.555
nonresidential,1991Q4,36.014
structures,1991Q4,86.75
equipment,1991Q4,26.784
intellectual,1991Q4,31.107
residential,1991Q4,93.29
gdp,1992Q1,58.865
c,1992Q1,55.978
investment,1992Q1,44.312
fixed_i,1992Q1,46.054
nonresidential,1992Q1,35.873
structures,1992Q1,85.627
equipment,1992Q1,26.573
intellectual,1992Q1,31.499
residential,1992Q1,98.626
gdp,1992Q2,59.503
c,1992Q2,56.358
investment,1992Q2,46.818
fixed_i,1992Q2,47.567
nonresidential,1992Q2,37.033
structures,1992Q2,85.641
equipment,1992Q2,28.107
intellectual,1992Q2,31.897
residential,1992Q2,102.001
gdp,1992Q3,60.091
c,1992Q3,56.962
investment,1992Q3,47.19
fixed_i,1992Q3,48.113
nonresidential,1992Q3,37.6
structures,1992Q3,86.431
equipment,1992Q3,28.744
intellectual,1992Q3,32.088
residential,1992Q3,102.044
gdp,1992Q4,60.718
c,1992Q4,57.641
investment,1992Q4,48.629
fixed_i,1992Q4,49.52
nonresidential,1992Q4,38.585
structures,1992Q4,87.582
equipment,1992Q4,29.802
intellectual,1992Q4,32.614
residential,1992Q4,105.94
gdp,1993Q1,60.82
c,1993Q1,57.862
investment,1993Q1,49.776
fixed_i,1993Q1,49.89
nonresidential,1993Q1,38.968
structures,1993Q1,86.419
equipment,1993Q1,30.368
intellectual,1993Q1,33.024
residential,1993Q1,106.013
gdp,1993Q2,61.174
c,1993Q2,58.388
investment,1993Q2,50.062
fixed_i,1993Q2,50.788
nonresidential,1993Q2,39.734
structures,1993Q2,84.974
equipment,1993Q2,31.583
intellectual,1993Q2,33.356
residential,1993Q2,107.427
gdp,1993Q3,61.466
c,1993Q3,59.038
investment,1993Q3,49.722
fixed_i,1993Q3,51.586
nonresidential,1993Q3,40.054
structures,1993Q3,85.181
equipment,1993Q3,31.946
intellectual,1993Q3,33.543
residential,1993Q3,111.447
gdp,1993Q4,62.302
c,1993Q4,59.557
investment,1993Q4,52.335
fixed_i,1993Q4,53.657
nonresidential,1993Q4,41.499
structures,1993Q4,87.774
equipment,1993Q4,33.707
intellectual,1993Q4,33.552
residential,1993Q4,117.162
gdp,1994Q1,62.906
c,1994Q1,60.238
investment,1994Q1,54.329
fixed_i,1994Q1,54.292
nonresidential,1994Q1,41.938
structures,1994Q1,85.01
equipment,1994Q1,34.662
intellectual,1994Q1,33.867
residential,1994Q1,118.911
gdp,1994Q2,63.759
c,1994Q2,60.706
investment,1994Q2,57
fixed_i,1994Q2,55.389
nonresidential,1994Q2,42.591
structures,1994Q2,88.551
equipment,1994Q2,34.871
intellectual,1994Q2,34.351
residential,1994Q2,122.758
gdp,1994Q3,64.131
c,1994Q3,61.169
investment,1994Q3,56.069
fixed_i,1994Q3,55.847
nonresidential,1994Q3,43.319
structures,1994Q3,87.94
equipment,1994Q3,35.776
intellectual,1994Q3,35.006
residential,1994Q3,120.95
gdp,1994Q4,64.866
c,1994Q4,61.831
investment,1994Q4,58.376
fixed_i,1994Q4,57.196
nonresidential,1994Q4,45.009
structures,1994Q4,89.157
equipment,1994Q4,37.93
intellectual,1994Q4,35.486
residential,1994Q4,119.089
gdp,1995Q1,65.096
c,1995Q1,61.985
investment,1995Q1,58.989
fixed_i,1995Q1,58.406
nonresidential,1995Q1,46.672
structures,1995Q1,91.642
equipment,1995Q1,39.867
intellectual,1995Q1,35.924
residential,1995Q1,116.383
gdp,1995Q2,65.29
c,1995Q2,62.528
investment,1995Q2,57.764
fixed_i,1995Q2,58.365
nonresidential,1995Q2,47.12
structures,1995Q2,93.852
equipment,1995Q2,39.805
intellectual,1995Q2,36.754
residential,1995Q2,112.796
gdp,1995Q3,65.846
c,1995Q3,63.095
investment,1995Q3,57.42
fixed_i,1995Q3,59.18
nonresidential,1995Q3,47.42
structures,1995Q3,94.153
equipment,1995Q3,39.877
intellectual,1995Q3,37.491
residential,1995Q3,116.972
gdp,1995Q4,66.293
c,1995Q4,63.535
investment,1995Q4,58.846
fixed_i,1995Q4,60.329
nonresidential,1995Q4,48.339
structures,1995Q4,93.349
equipment,1995Q4,41.005
intellectual,1995Q4,38.42
residential,1995Q4,119.245
gdp,1996Q1,66.789
c,1996Q1,64.121
investment,1996Q1,59.791
fixed_i,1996Q1,61.87
nonresidential,1996Q1,49.564
structures,1996Q1,95.078
equipment,1996Q1,42.034
intellectual,1996Q1,39.648
residential,1996Q1,122.348
gdp,1996Q2,67.903
c,1996Q2,64.81
investment,1996Q2,62.663
fixed_i,1996Q2,63.79
nonresidential,1996Q2,50.884
structures,1996Q2,97.155
equipment,1996Q2,43.264
intellectual,1996Q2,40.635
residential,1996Q2,127.682
gdp,1996Q3,68.513
c,1996Q3,65.203
